Column1,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,star_power,first_genre
648,Bridget Jones's Diary,36095426,10.780524,2001,407055045,97,6.6,1397,1,Comedy
649,The Hitchhiker's Guide to the Galaxy,65463389,13.257254999999999,2005,136790225,109,6.6,1340,1,Comedy
650,Money Monster,28766250,11.953822,2016,99384841,98,6.5,1096,1,Drama
651,Miss Peregrine's Home for Peculiar Children,117195833,36.262655,2016,315880826,127,6.5,3213,1,Kids & Family
652,Man of Steel,246920600,18.538834,2013,727423171,143,6.5,6462,1,Action & Adventure
653,The Amazing Spider-Man 2,216054076,26.23687,2014,762365641,142,6.5,4274,1,Action & Adventure
654,The Heat,47189270,12.706403,2013,174132994,117,6.5,1595,1,Comedy
655,King Arthur: Legend of the Sword,182568339,44.251369,2017,152496794,126,6.5,1506,0,Action & Adventure
656,Deepwater Horizon,117195833,13.1984,2016,129757493,107,6.5,1478,1,Action & Adventure
657,Austin Powers: International Man of Mystery,26286915,11.749158999999999,1997,107830504,94,6.5,1033,1,Action & Adventure
658,Blade,70592024,15.043454,1998,205789132,120,6.5,1950,1,Action & Adventure
659,Alice Through the Looking Glass,181120833,14.616079999999998,2016,318953877,113,6.5,1782,1,Action & Adventure
660,Space Jam,130376035,11.054250999999999,1996,407751051,88,6.5,1335,0,Comedy
661,Project X,13364111,9.803023,2012,111367595,88,6.5,1624,1,Action & Adventure
662,Bad Boys,31878608,9.262184,1995,237255748,118,6.5,1729,2,Action & Adventure
663,Armageddon,219619631,13.235111999999999,1998,868751834,151,6.5,2540,1,Action & Adventure
664,Maze Runner: The Scorch Trials,65813080,41.225769,2015,335816016,132,6.5,3148,0,Action & Adventure
665,Penguins of Madagascar,142595690,22.201607,2014,403537264,92,6.5,1375,0,Animation
667,The Babadook,2160540,8.832788,2014,7212393,93,6.5,1890,0,Drama
668,In the Heart of the Sea,107890295,11.696923,2015,101223492,122,6.5,1300,1,Action & Adventure
669,Con Air,119485981,11.545982,1997,356884288,115,6.5,1289,1,Action & Adventure
670,Flight,34523954,10.973822,2012,180162004,138,6.5,2449,1,Drama
671,There's Something About Mary,36080368,11.688958,1998,580242363,119,6.5,1616,1,Comedy
672,Dumb and Dumber,27605937,9.844558000000001,1994,426641789,107,6.5,1894,1,Action & Adventure
673,The Amazing Spider-Man,239440331,31.102266999999998,2012,837724715,136,6.5,6734,1,Action & Adventure
674,Cloudy with a Chance of Meatballs,119207459,11.665693,2009,289660376,90,6.5,1799,0,Animation
675,Hellboy II: The Golden Army,100949837,11.928661,2008,190484104,120,6.5,1555,0,None
676,Paul,45477990,10.24382,2011,110911779,104,6.5,1825,1,Art House & International
677,Vanilla Sky,98179559,10.071057000000001,2001,293655555,136,6.5,1100,1,Drama
678,Mr. & Mrs. Smith,144019457,15.724373000000002,2005,626101704,120,6.5,3048,2,Classics
679,The Da Vinci Code,158544146,18.566706,2006,973867516,149,6.5,2773,1,Action & Adventure
680,Mission: Impossible III,190252976,15.687983,2006,504614325,126,6.5,2062,1,Action & Adventure
681,Burn After Reading,43942870,13.206798999999998,2008,194441345,96,6.5,1251,1,Comedy
682,The Island,164967741,11.443647,2005,213344092,136,6.5,1813,1,Drama
683,Tropic Thunder,109263353,8.980941,2008,223363568,107,6.5,1707,1,Comedy
684,Step Brothers,77196934,8.579638000000001,2008,152146419,98,6.5,1084,1,Comedy
685,The Tree of Life,36382392,11.204539,2011,62161847,139,6.5,1009,1,Action & Adventure
686,21,41567580,8.33756,2008,82925183,123,6.5,1406,0,Drama
687,Bridesmaids,36950867,6.8109910000000005,2011,327877575,125,6.5,1697,1,Comedy
688,Rio,102325477,10.403228,2011,551006508,96,6.5,2213,1,Action & Adventure
689,Hanna,34108492,8.071196,2011,72517017,111,6.5,1284,1,Action & Adventure
690,The Ring,68224569,13.740965,2002,354410906,115,6.5,1720,1,Drama
691,Ice Age: The Meltdown,101468253,16.646029000000002,2006,838306336,91,6.5,3034,0,None
692,Unknown,34108492,14.443598999999999,2011,148697562,113,6.5,1288,0,Drama
693,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,22830357,8.278336,2006,331766620,82,6.5,1617,1,Comedy
694,The Adjustment Bureau,57074877,9.420301,2011,145381059,106,6.5,1677,1,Science Fiction & Fantasy
695,The Princess Diaries,53421230,7.387171,2001,238713713,115,6.5,1063,1,Comedy
696,Hellboy,89339332,13.206854000000002,2004,134440788,122,6.5,2278,0,Action & Adventure
697,Friends with Benefits,39793241,10.009007,2011,171092479,109,6.5,2306,0,Comedy
698,Angels & Demons,178811188,22.211558,2009,425109819,138,6.5,2183,1,Drama
699,Chicken Run,66820557,11.834245,2000,333857131,84,6.5,1190,1,Action & Adventure
700,Fast & Furious,101326340,1.498902,2009,432918893,107,6.5,2426,1,Action & Adventure
701,Public Enemies,95365967,10.364794,2009,255228677,140,6.5,1371,1,Action & Adventure
702,1408,30836951,9.196883999999999,2007,116785206,104,6.5,1372,1,Horror
703,Ocean's Thirteen,104845634,12.16276,2007,383997288,122,6.5,2040,1,Action & Adventure
704,Ice Age: Dawn of the Dinosaurs,107286713,12.980624,2009,1056996825,94,6.5,2330,0,None
705,28 Weeks Later,18502170,12.884191,2007,79236705,100,6.5,1225,0,None
706,Underworld: Evolution,63417658,12.496805,2006,141219458,106,6.4,1548,1,Action & Adventure
707,Demolition Man,100864359,11.626116,1993,281457161,115,6.4,1018,1,Action & Adventure
708,Signs,102336853,11.211568,2002,580261213,106,6.4,1624,1,Mystery & Suspense
709,Live Free or Die Hard,135682585,14.886039000000002,2007,473077642,128,6.4,2122,1,Action & Adventure
710,Epic,109742489,11.913405000000001,2013,294578070,102,6.4,1143,0,Action & Adventure
711,Forgetting Sarah Marshall,35629354,15.106676,2008,124908339,111,6.4,1194,1,Comedy
712,Warm Bodies,38409871,10.430238000000001,2013,128377490,97,6.4,2698,1,Comedy
713,Rambo,59382257,9.915560000000001,2008,134494031,92,6.4,1009,0,None
714,Oblivion,131690987,14.654053,2013,314048514,124,6.4,4862,1,Action & Adventure
715,The Ugly Truth,45298834,8.450799,2009,244731610,96,6.4,1005,1,Comedy
716,X-Men: Apocalypse,189644166,28.712521999999996,2016,579517187,144,6.4,4831,1,Action & Adventure
717,Evil Dead,18656223,12.01525,2013,107046063,91,6.4,1754,0,Horror
718,Cloverfield,29691128,12.868098,2008,202807066,85,6.4,2297,0,Action & Adventure
719,Minions,79838818,547.4882980000001,2015,1248000451,91,6.4,4729,0,Animation
720,Star Wars: Episode II - Attack of the Clones,170561423,14.072510999999999,2002,923019191,142,6.4,4074,1,Cult Movies
721,Elysium,126203862,15.232738000000001,2013,314017927,109,6.4,3510,1,Drama
722,Bruce Almighty,111173913,15.947524,2003,673398227,101,6.4,3121,1,Comedy
723,Side Effects,32922746,11.645847,2013,69546841,106,6.4,1340,2,Comedy
724,Crimson Peak,59339662,13.492683999999999,2015,80572280,119,6.4,1494,1,Horror
725,Joy,64734177,12.975936,2015,109113834,124,6.4,1619,1,Drama
726,Night at the Museum,139518849,16.661966,2006,728644598,108,6.4,2949,1,Action & Adventure
727,Mamma Mia!,61757547,10.534436999999999,2008,724275460,108,6.4,1435,1,Comedy
728,Let's Be Cops,18364596,15.962793,2014,147587912,104,6.4,1234,0,Action & Adventure
729,Ace Ventura: Pet Detective,25880566,11.247957000000001,1994,184989798,86,6.4,1684,1,Action & Adventure
730,The Grey,27841898,14.31675,2012,86063019,117,6.4,1476,1,Action & Adventure
731,Hannibal,125612083,2.48875,2001,507779293,131,6.4,1296,1,Drama
732,Alice in Wonderland,234479596,17.285093,2010,1202283708,108,6.4,4773,1,Animation
733,Final Destination,34152729,14.961416,2000,79148674,98,6.4,1416,0,Horror
734,Yes Man,83135160,9.756289,2008,268397088,104,6.4,1869,1,Comedy
735,Rush Hour 2,129943534,8.345985,2001,501474915,90,6.4,1078,1,Action & Adventure
736,The Giver,27006759,12.472206,2014,72357002,94,6.4,1859,1,Drama
737,Secret Window,54145050,9.524283,2004,125769707,96,6.4,1007,1,Drama
738,The Polar Express,223348332,14.275360000000001,2004,414041419,100,6.4,1524,0,Animation
739,Horrible Bosses,39793241,9.856955000000001,2011,133023121,98,6.4,2341,1,Comedy
740,National Treasure,135362625,18.932203,2004,470320006,131,6.4,1974,1,Action & Adventure
741,Ocean's Twelve,148898888,11.869347,2004,491020182,125,6.4,2169,1,Action & Adventure
742,Elf,44469565,8.754132,2003,240967397,97,6.4,1007,1,Comedy
743,American Pie,16882953,18.344227,1999,361422593,95,6.4,2358,0,Comedy
744,Wanted,89073385,12.457896,2008,306733121,110,6.4,2583,1,Action & Adventure
745,The Matrix Revolutions,208451086,15.368205,2003,590595030,129,6.4,3155,1,Mystery & Suspense
746,Star Wars: Episode I - The Phantom Menace,176503601,15.649091,1999,1418655459,136,6.4,4526,1,Cult Movies
747,Wedding Crashers,52370711,11.100597,2005,373372722,119,6.4,1406,1,Comedy
749,Resident Evil,46904391,7.781292999999999,2002,146377038,100,6.4,2100,1,Action & Adventure
750,Madagascar 3: Europe's Most Wanted,161483013,13.829042000000001,2012,831828265,93,6.4,1857,1,Action & Adventure
751,Liar Liar,71691588,10.102471000000001,1997,482262331,86,6.4,1456,0,None
752,Bolt,178146771,15.580915,2008,368146235,98,6.3,1798,1,Action & Adventure
753,Oculus,5487124,8.698042999999998,2013,48319887,104,6.3,1079,0,Drama
754,Lucy,43210815,36.447603,2014,136704787,89,6.3,6048,1,Action & Adventure
755,Warcraft,170466666,12.572718,2016,462046898,123,6.3,2325,0,Action & Adventure
756,Run All Night,53945147,16.838145,2015,77208069,114,6.3,1169,1,Mystery & Suspense
757,The Mask of Zorro,149027607,11.348096,1998,392630523,136,6.3,1211,1,Action & Adventure
758,Kick-Ass 2,30727897,13.570264000000002,2013,66613690,103,6.3,2275,1,Action & Adventure
759,The Chronicles of Narnia: Prince Caspian,267220157,12.490891,2008,498396963,150,6.3,1668,0,Action & Adventure
760,Blade II,76752640,17.050639999999998,2002,220322763,117,6.3,1556,1,Action & Adventure
761,Machete,23447959,7.120403,2010,36728765,105,6.3,1171,0,Action & Adventure
762,Eagle Eye,95011611,14.324875,2008,211479896,118,6.3,1038,1,Drama
763,White House Down,164613733,9.920223,2013,225374569,131,6.3,1910,1,Action & Adventure
764,The Wolverine,131690987,3.9182870000000003,2013,455914935,126,6.3,4110,1,Action & Adventure
765,Sin City: A Dame to Kill For,70217574,20.623642,2014,42570880,102,6.3,1314,0,None
766,Insidious: Chapter 3,10789029,10.098792,2015,112533732,97,6.3,1005,0,Horror
767,The Number 23,37004341,8.140941,2007,95676963,101,6.3,1045,1,Mystery & Suspense
768,The Blair Witch Project,92088,14.838385999999998,1999,380633853,81,6.3,1090,0,Horror
769,Safe House,94662456,8.338675,2012,231729466,115,6.3,1361,1,Action & Adventure
770,Why Him?,40485833,14.531429000000001,2016,125755681,111,6.3,1203,1,Comedy
771,Saw II,5237071,15.399863,2005,200219899,92,6.3,1288,0,Horror
772,Bad Boys II,180657608,8.191436,2003,379852850,147,6.3,1588,1,Action & Adventure
773,Just Go with It,90955980,9.267959,2011,244351430,117,6.3,1588,1,Comedy
774,Life,60508363,36.263803,2017,104890003,103,6.3,1959,3,Comedy
775,Lights Out,5220541,11.494907000000001,2016,158607337,81,6.3,1174,1,Horror
776,13 Going on 30,50084171,12.632595,2004,130564964,98,6.3,1260,1,Comedy
777,The Chronicles of Riddick,142130757,5.060352,2004,156713011,119,6.3,1593,1,Action & Adventure
778,Bad Moms,21308333,9.362055999999999,2016,195968558,100,6.3,1287,1,Comedy
779,The Lorax,77957317,7.689394999999999,2012,388495073,86,6.3,1048,0,None
780,Ted,55683797,19.638605,2012,611818284,106,6.3,4811,1,Comedy
781,Home Alone 2: Lost in New York,32805416,13.293722,1992,654270654,120,6.3,2459,1,Comedy
782,Prometheus,144777874,16.624854,2012,449000894,124,6.3,5152,1,Action & Adventure
783,Men in Black 3,250577090,10.684385,2012,694963617,106,6.3,4228,0,None
784,Power Rangers,104324765,23.247298,2017,148492991,124,6.3,1321,0,None
785,The Mechanic,45477990,9.832342,2011,58064941,93,6.3,1066,2,Action & Adventure
786,TRON: Legacy,199307657,21.259,2010,469032776,125,6.3,2895,0,None
787,The Witch,3728958,11.840138,2016,43068344,92,6.3,1471,0,Horror
788,Unstoppable,117239798,12.697059,2010,196734789,98,6.3,1193,1,Action & Adventure
789,Self/less,28051476,25.301568,2015,32931598,116,6.3,1122,1,Drama
790,The Beach,59396051,14.430310999999998,2000,213910234,119,6.3,1271,1,Action & Adventure
791,Black Mass,57181856,10.61072,2015,106636472,122,6.3,1262,1,Drama
792,Jack Reacher,66820557,12.789812,2012,243160671,130,6.3,3046,1,Drama
793,Spectre,264331223,24.926576999999998,2015,950162436,148,6.3,4552,1,Action & Adventure
794,X-Men: The Last Stand,266354166,0.867943,2006,582630149,104,6.3,3581,1,Action & Adventure
795,Over the Hedge,101468253,9.382953,2006,435548988,83,6.3,1116,1,Animation
796,Silent Hill,63417658,7.9384570000000005,2006,123800722,125,6.3,1093,0,Action & Adventure
797,Ghostbusters II,76297580,16.414239000000002,1989,444164794,108,6.3,1131,0,None
798,Hitch,91648745,13.350760000000001,2005,481942024,118,6.3,1721,1,Comedy
799,X-Men Origins: Wolverine,178811188,1.456541,2009,444718761,107,6.2,4086,0,None
800,The Other Woman,43210815,9.389353999999999,2014,212576895,109,6.2,1467,2,Drama
801,DodgeBall: A True Underdog Story,27072525,11.967379,2004,227033322,92,6.2,1009,0,None
802,Neighbors,19444866,11.90575,2014,289682497,96,6.2,2773,1,Comedy
803,Underworld: Rise of the Lycans,41722610,11.654958,2009,108900187,92,6.2,1447,0,None
804,Kong: Skull Island,193000815,29.429112,2017,591159216,118,6.2,3161,1,Action & Adventure
805,Despicable Me 3,83459812,36.631519,2017,1064178732,96,6.2,2002,1,Animation
806,The Village,81217575,8.172707,2004,347472503,108,6.2,1101,0,Drama
807,The Day After Tomorrow,169203282,15.049695000000002,2004,736741414,124,6.2,2462,1,Action & Adventure
808,The 40 Year Old Virgin,34040962,11.519662,2005,143298360,116,6.2,2020,1,Comedy
809,A Walk Among the Tombstones,30247570,14.914924,2014,57450507,113,6.2,1145,1,Action & Adventure
810,The Shallows,18112083,13.689175,2016,126891932,86,6.2,1619,1,Drama
811,Alien³,91126158,17.126768,1992,291190986,114,6.2,1664,0,None
812,Insurgent,118679324,27.887186,2015,318533367,119,6.2,3921,1,Action & Adventure
813,Ted 2,73365400,42.061481,2015,234146311,115,6.2,2524,1,Comedy
814,Knocked Up,37004341,9.058516000000001,2007,270226076,129,6.2,1255,1,Comedy
815,Goosebumps,62576371,12.365292,2015,170642299,103,6.2,1022,1,Horror
816,2 Fast 2 Furious,105615217,2.32462,2003,328450347,107,6.2,2087,1,Action & Adventure
817,Central Intelligence,53270833,11.374041,2016,231166163,107,6.2,1699,1,Action & Adventure
818,Madagascar: Escape 2 Africa,178146771,12.668733,2008,717219324,89,6.2,1866,1,Action & Adventure
819,Hancock,178146771,11.017324,2008,741125453,92,6.2,3050,1,Action & Adventure
820,Transporter 2,41896569,11.359658999999999,2005,111507246,87,6.2,1076,1,Action & Adventure
821,The Lost World: Jurassic Park,116299688,0.7881229999999999,1997,364949257,129,6.2,2528,0,None
822,Tomorrowland,204991561,22.296076,2015,225657215,130,6.2,2904,1,Science Fiction & Fantasy
823,War of the Worlds,172823348,19.929377,2005,774745310,116,6.2,2397,1,Action & Adventure
824,The Girl on the Train,47943750,10.217291000000001,2016,184515100,112,6.2,1837,1,Drama
825,Dracula Untold,75618926,16.316318,2014,232829812,92,6.2,2439,0,Action & Adventure
826,Transformers: The Last Knight,271244390,39.186819,2017,631104471,149,6.2,1440,1,Action & Adventure
827,The A-Team,128963778,16.747792999999998,2010,207794406,117,6.2,1737,1,Action & Adventure
828,Olympus Has Fallen,76819742,10.978188000000001,2013,176713545,120,6.2,3010,1,Action & Adventure
829,The Karate Kid,46895919,11.690781,2010,419545425,140,6.2,1675,0,Drama
830,Ice Age: Continental Drift,105799216,13.26958,2012,976966423,88,6.2,2731,0,Action & Adventure
831,How the Grinch Stole Christmas,182642857,11.642462,2000,512500910,104,6.2,1440,1,Animation
832,Due Date,76205868,11.73956,2010,248291410,95,6.2,1737,1,Comedy
833,The Hangover Part II,90955980,21.893532,2011,289303671,102,6.2,3836,1,Comedy
834,Contagion,68216985,8.244359,2011,156389251,106,6.2,1351,1,Action & Adventure
835,Salt,128963778,8.704455000000001,2010,343898413,100,6.2,2125,1,Action & Adventure
836,Riddick,41702145,9.596377,2013,107917795,119,6.2,2066,1,Action & Adventure
837,This Is the End,35117596,11.414048,2013,138320884,107,6.2,2394,1,Action & Adventure
838,The Mortal Instruments: City of Bones,65845493,14.336186999999999,2013,99388747,130,6.2,1649,1,Action & Adventure
839,Prince of Persia: The Sands of Time,175859697,18.459954999999997,2010,392934627,116,6.2,2372,1,Action & Adventure
840,The Chronicles of Narnia: The Voyage of the Dawn Treader,181721687,12.383398,2010,487349682,113,6.2,1555,0,Action & Adventure
841,Gangster Squad,65845493,8.581558,2013,115450089,113,6.2,1805,1,Drama
842,Upside Down,66820557,7.37535,2012,9027986,104,6.2,1094,0,Drama
843,Robin Hood,234479596,10.56812,2010,364228341,140,6.2,1434,2,Action & Adventure
844,Mars Attacks!,114079031,15.63424,1996,165204391,106,6.1,1544,1,Action & Adventure
845,Meet the Fockers,108290100,11.876386,2004,699341447,115,6.1,1412,1,Comedy
846,Quantum of Solace,237529029,13.678120000000002,2008,696067807,106,6.1,3015,1,Action & Adventure
847,Turbo,148152360,8.979753,2013,310100100,96,6.1,1094,1,Animation
848,Horrible Bosses 2,45371356,20.903361999999998,2014,116313097,108,6.1,1575,1,Comedy
849,Taken 3,51852978,18.081483,2014,351921221,109,6.1,2225,1,Action & Adventure
850,Night at the Museum: Secret of the Tomb,137194338,19.539436,2014,377472703,97,6.1,1893,1,Action & Adventure
851,The Interview,47531896,14.526048999999999,2014,13333379,112,6.1,2340,2,Drama
852,Austin Powers: The Spy Who Shagged Me,50648859,13.984182,1999,477235174,95,6.1,1034,1,Comedy
853,American Reunion,55683797,8.10609,2012,261702250,113,6.1,1641,0,Comedy
854,Transformers: Dark of the Moon,221705202,4.5035050000000005,2011,1277643872,154,6.1,3351,1,Action & Adventure
855,The Expendables 2,111367595,14.881566000000001,2012,348105506,103,6.1,2940,1,Action & Adventure
856,The Other Guys,117239798,12.536621,2010,199815219,107,6.1,1406,1,Action & Adventure
857,That Awkward Moment,8642163,8.060402999999999,2014,28140051,94,6.1,1020,0,Comedy
858,The Fast and the Furious: Tokyo Drift,107810019,2.238808,2006,200993761,104,6.1,1749,0,Action & Adventure
859,Saw III,12683531,14.938035000000001,2006,207853678,108,6.1,1104,0,Horror
860,The Twilight Saga: Breaking Dawn - Part 2,133641114,26.080995,2012,923237369,115,6.1,2641,0,None
861,Vacation,33445991,11.33038,2015,112620408,99,6.1,1218,1,Action & Adventure
862,Gone in Sixty Seconds,133641114,14.091764999999999,2000,352221996,118,6.1,1511,0,None
863,No Strings Attached,28423743,8.88057,2011,168018935,107,6.1,1367,1,Comedy
864,Pain & Gain,27435622,9.218002,2013,94570909,130,6.1,1595,1,Action & Adventure
865,The Internship,63650643,0.393865,2013,48286695,119,6.1,1691,0,Comedy
866,Paper Towns,12946835,9.662730999999999,2015,92259473,109,6.1,1997,0,Drama
867,Resident Evil: Extinction,55506512,3.009134,2007,183063024,94,6.1,1308,1,Action & Adventure
868,Men in Black II,198988326,16.775716,2002,627977031,88,6.1,3188,1,Comedy
869,The Purge: Election Year,10654166,13.1789,2016,126345503,105,6.1,1356,0,Action & Adventure
870,Taken 2,50115418,16.376482,2012,418899529,91,6.1,2783,1,Mystery & Suspense
871,National Treasure: Book of Secrets,160352146,12.854372999999999,2007,564147429,124,6.1,1782,1,Action & Adventure
872,John Carter,289555749,14.670353,2012,316438884,132,6.1,2170,1,Action & Adventure
873,Magic Mike,7795731,8.732425,2012,186230643,110,6.1,1062,1,Comedy
874,27 Dresses,35629354,10.342202,2008,190331202,111,6.1,1013,1,Comedy
875,The Incredible Hulk,178146771,19.125536999999998,2008,194431850,114,6.1,3086,1,Action & Adventure
876,Resident Evil: Apocalypse,60913181,7.850797,2004,175152246,94,6.1,1286,1,Horror
877,The Boss Baby,130405956,13.392824,2017,520387482,97,6.1,2336,1,Animation
878,300: Rise of an Empire,118829742,12.904677000000001,2014,364677731,102,6.1,2438,0,Action & Adventure
879,Need for Speed,71297845,18.271383,2014,219594809,130,6.1,1560,0,Action & Adventure
880,Ace Ventura: When Nature Calls,50334645,8.205447999999999,1995,356345018,90,6.1,1128,0,None
881,Godzilla,172843261,14.019239,2014,571545208,123,6.1,3232,2,Action & Adventure
882,Baywatch,71984088,35.637691,2017,185548638,116,6.1,1829,1,Action & Adventure
883,What Women Want,103943089,9.963078999999999,2000,555518951,127,6.1,1021,1,Art House & International
884,The Woman in Black,18932491,8.896678999999999,2012,142250649,95,6.1,1237,1,Drama
885,17 Again,23841491,11.362762,2009,162440995,102,6.1,1388,0,Comedy
886,Zoolander,40426877,10.40782,2001,87756616,89,6.1,1363,1,Comedy
887,The Expendables 3,97224334,14.753545,2014,222722093,127,6.1,1830,1,Action & Adventure
888,Underworld: Awakening,77957317,12.345348,2012,178313632,88,6.1,1885,1,Action & Adventure
889,The Family,32922746,8.047735000000001,2013,40488640,111,6.1,1052,1,Action & Adventure
890,Casper,83891076,12.812539,1995,483092120,100,6.0,1045,1,Drama
891,The Mummy Returns,141494071,16.945657,2001,625191948,130,6.0,2258,1,Action & Adventure
892,The Expendables,93791838,14.75562,2010,321788536,103,6.0,2977,1,Action & Adventure
893,Monsters vs Aliens,208613053,14.243634,2009,454788222,94,6.0,1464,0,None
894,Antz,94122699,16.025625,1998,269438561,83,6.0,1320,1,Animation
895,Shrek Forever After,193445667,11.803808,2010,882347738,93,6.0,2021,1,Action & Adventure
896,The Purge,3292274,23.207663,2013,98031458,86,6.0,2498,1,Mystery & Suspense
897,American Wedding,76432065,14.397139000000001,2003,321638919,103,6.0,1158,0,Comedy
898,Death Race,53444031,13.530029999999998,2008,87603694,105,6.0,1205,1,Action & Adventure
899,The Hangover Part III,113034763,25.085639,2013,397267890,100,6.0,2991,1,Comedy
900,Transformers: Revenge of the Fallen,178811188,4.351756,2009,996928676,150,6.0,3192,1,Action & Adventure
901,Scary Movie,28213124,12.446738,2000,412831913,88,6.0,1468,1,Comedy
902,The Host,48286695,11.342024,2013,69496846,125,6.0,1859,1,Action & Adventure
903,Fifty Shades Darker,57378620,29.130443,2017,395210894,118,6.0,2341,1,Drama
904,The BFG,149158333,18.769476,2016,195339446,120,6.0,1026,0,Kids & Family
905,Johnny English Reborn,51162739,10.668658,2011,182001309,101,6.0,1026,0,Comedy
906,Shrek the Third,197356488,14.072479000000001,2007,985497360,93,6.0,2355,1,Animation
907,The Huntsman: Winter's War,122522916,17.260203,2016,175369887,114,6.0,1575,1,Action & Adventure
908,The Visit,5394514,15.021057999999998,2015,106218062,94,6.0,1405,0,Horror
909,American Ultra,30209282,9.534828,2015,29280912,96,6.0,1099,1,Action & Adventure
910,Under the Skin,14367596,6.707974,2014,5812125,108,6.0,1118,1,Science Fiction & Fantasy
911,The Tourist,117239798,12.845044999999999,2010,326784094,103,6.0,1744,1,Action & Adventure
912,Van Helsing,216580201,12.643312,2004,406436402,132,6.0,1674,1,Action & Adventure
913,The Bourne Legacy,144777874,14.89499,2012,308012631,120,6.0,2683,1,Action & Adventure
914,Mama,16461373,16.018525,2013,160770300,100,6.0,1452,1,Art House & International
915,Robots,98195084,12.949715,2005,341322178,91,6.0,1383,1,Animation
916,San Andreas,118679324,20.547925,2015,507613948,114,6.0,3017,1,Action & Adventure
917,Click,104639136,9.796552,2006,301463830,107,6.0,2167,1,Comedy
918,Percy Jackson & the Olympians: The Lightning Thief,111377808,9.785895,2010,265544870,118,6.0,2079,1,Action & Adventure
919,Predators,46895919,9.034929,2010,148013853,107,6.0,1231,1,Action & Adventure
920,Get Smart,95011611,11.35779,2008,273972458,110,6.0,1072,1,Action & Adventure
921,Grown Ups,93791838,23.981251,2010,318224205,102,6.0,1746,1,Comedy
922,American Pie 2,43314511,10.25103,2001,415174783,108,6.0,1375,0,Comedy
923,Jobs,13169098,14.294019,2013,39432023,128,6.0,1183,1,Drama
924,Mission: Impossible II,185612659,18.97178,2000,811332395,123,5.9,1966,0,None
925,Jack Ryan: Shadow Recruit,64816223,11.234862,2014,54606703,105,5.9,1194,1,Action & Adventure
926,Sucker Punch,93229879,13.779526999999998,2011,102089563,110,5.9,1661,1,Action & Adventure
927,Allegiant,117195833,18.386172,2016,190972600,121,5.9,2064,0,None
928,The Secret Life of Pets,79906250,11.01395,2016,932727477,87,5.9,3536,0,Animation
929,How to Be Single,40485833,8.898988000000001,2016,119692651,110,5.9,1225,0,Comedy
930,Knight and Day,137170563,12.758942,2010,307086708,109,5.9,1583,0,None
931,Suicide Squad,186447916,42.965027,2016,794374724,123,5.9,7717,1,Action & Adventure
932,I Am Number Four,56847487,9.388376,2011,164281087,109,5.9,1606,0,Action & Adventure
933,Surrogates,95365967,16.211937,2009,145963301,89,5.9,1219,1,Action & Adventure
934,Percy Jackson: Sea of Monsters,98768240,10.338222,2013,191587067,106,5.9,1685,1,Action & Adventure
935,Transcendence,108027038,9.730176,2014,111310258,119,5.9,2339,1,Drama
936,Paranormal Activity,18502,12.706424,2007,238500135,86,5.9,1351,0,Horror
937,Date Night,64481889,8.443736,2010,178513865,97,5.9,1148,1,Comedy
938,The Twilight Saga: Eclipse,79723062,34.047399,2010,818909846,124,5.9,2382,1,Drama
939,Terminator 3: Rise of the Machines,277934782,20.818907,2003,604508152,109,5.9,2177,0,None
940,Jason Bourne,127850000,19.133256,2016,442664552,123,5.9,2386,1,Action & Adventure
942,Transporter 3,35629354,9.296824,2008,129429032,104,5.9,1110,1,Action & Adventure
943,Waterworld,293618766,16.885184,1995,443311016,135,5.9,1017,1,Action & Adventure
944,Alien: Resurrection,111520249,15.57784,1997,258089719,109,5.9,1388,0,None
945,Happy Feet,126835317,15.088318,2006,487473288,108,5.9,1457,1,Animation
946,Final Destination 2,36131521,12.638573,2003,125663216,90,5.9,1046,0,Horror
947,The Angry Birds Movie,77775416,11.171927,2016,372660954,97,5.9,1048,1,Animation
948,The Lone Ranger,279843347,12.729104,2013,97988969,149,5.9,2361,1,Action & Adventure
949,Trainwreck,37761603,17.310647,2015,151904996,125,5.9,1193,0,Comedy
950,Resident Evil: The Final Chapter,42616666,0.75571,2016,332668497,107,5.9,1139,1,Action & Adventure
951,The Dictator,72388937,7.446085000000001,2012,199770673,83,5.9,1789,1,Comedy
952,The Magnificent Seven,95887500,13.809622000000001,2016,172981727,132,5.9,2358,2,Action & Adventure
953,47 Ronin,192049356,14.889370000000001,2013,165669977,119,5.9,1357,1,Action & Adventure
954,Knowing,59603729,9.806904,2009,185303658,121,5.9,1528,1,Drama
955,This Means War,72388937,12.366641,2012,174818790,103,5.9,1411,1,Action & Adventure
956,Terminator Salvation,238414918,16.507496,2009,442680477,115,5.9,2496,1,Action & Adventure
957,The Sorcerer's Apprentice,175859697,12.533525,2010,252398224,109,5.9,1526,1,Action & Adventure
958,Night at the Museum: Battle of the Smithsonian,178811188,15.417181,2009,492453369,105,5.9,2026,0,None
959,Jumper,100949837,11.038969999999999,2008,263931789,88,5.9,1855,1,Action & Adventure
960,Ghost in the Shell,114757241,68.726676,2017,177145455,107,5.9,2547,1,Animation
961,Journey 2: The Mysterious Island,87980400,9.46307,2012,396126475,94,5.8,1050,1,Action & Adventure
962,The Boy,10654166,17.028854,2016,68387356,97,5.8,1133,0,Horror
