,title,budget,popularity,release_year,revenue,runtime,vote_average,vote_count
607,The Cabin in the Woods,"33,410,278.75",14.811958,2012,"74,043,948.85",95,6.6,2314
608,Chappie,"52,866,244.73",30.206365,2015,"112,636,980.69",120,6.6,3124
609,Cloud Atlas,"113,594,947.74",13.494246,2012,"145,315,633.05",172,6.6,3031
610,The Transporter,"29,848,249.03",13.217421,2002,"62,438,176.28",92,6.6,1724
611,GoldenEye,"97,313,648.29",14.686035999999998,1995,"590,918,730.27",130,6.6,1194
612,The Book of Eli,"93,791,838.61",14.39853,2010,"184,192,815.01",118,6.6,2207
613,The Italian Job,"83,380,434.78",13.995044,2003,"244,680,123.50",110,6.6,1949
614,Enchanted,"104,845,634.35",11.447798,2007,"419,984,045.42",107,6.6,1512
615,Real Steel,"125,064,473.10",19.265552,2011,"340,253,256.98",127,6.6,2749
616,Dear John,"29,309,949.56",8.371478999999999,2010,"134,798,924.77",115,6.6,1302
617,Die Hard 2,"136,947,207.35",18.785984,1990,"469,594,114.28",124,6.6,1920
618,It Follows,"2,157,805.91",20.359336,2015,"15,831,903.94",100,6.6,1894
619,Panic Room,"68,224,569.21",14.969502,2002,"279,148,521.49",111,6.6,1303
620,Batman Returns,"145,801,853.17",15.001681,1992,"510,306,486.10",126,6.6,1706
621,Pirates of the Caribbean: Dead Men Tell No Tales,"239,946,960.42",133.82782,2017,"828,538,928.32",129,6.6,2814
622,Cars,"152,202,380.95",18.907948,2006,"585,957,793.65",117,6.6,3991
623,Chronicle,"16,705,139.37",12.47441,2012,"161,483,013.94",84,6.6,1965
624,Transformers,"185,021,707.67",5.587707,2007,"875,411,436.30",144,6.6,4113
625,Disturbia,"24,669,561.02",18.006895999999994,2007,"145,254,540.59",105,6.6,1038
626,The Hunger Games: Mockingjay - Part 1,"135,033,798.06",147.098006,2014,"812,471,603.53",123,6.6,5767
627,The Purge: Anarchy,"9,722,433.46",27.756026,2014,"117,514,887.95",104,6.6,2008
628,2 Guns,"66,942,918.45",13.336512,2013,"144,794,691.38",109,6.6,1611
629,RED,"67,999,082.99",12.595165,2010,"84,019,856.87",111,6.6,2858
630,The Mummy,"122,785,114.05",23.984065,1999,"638,306,838.42",124,6.6,2796
631,Blended,"43,210,815.38",10.395472,2014,"133,407,569.82",117,6.6,1028
632,Underworld,"30,572,826.09",20.624333,2003,"133,003,545.95",121,6.6,2556
633,Déjà Vu,"95,126,488.10",14.922904,2006,"229,010,741.74",126,6.6,1519
634,The Call,"14,266,523.61",8.611077,2013,"75,253,034.57",94,6.6,1275
635,The Fast and the Furious,"54,865,048.00",1.406181,2001,"299,280,065.63",106,6.6,3485
636,9,"35,762,237.76",18.502877,2009,"57,729,863.45",79,6.6,1291
637,Mad Max,"1,408,815.43",11.412619,1979,"352,203,856.75",93,6.6,1235
638,Love & Other Drugs,"35,171,939.48",7.5756960000000015,2010,"120,545,969.95",112,6.6,1268
639,Madagascar,"98,195,084.49",16.136217000000002,2005,"697,421,646.57",86,6.6,3322
640,Kingdom of Heaven,"170,204,813.11",16.296471,2005,"277,097,570.41",144,6.6,1187
641,The Lovely Bones,"77,484,848.48",12.738789,2009,"111,489,474.78",136,6.6,1101
642,Rango,"153,488,216.99",10.581925,2011,"279,376,527.29",107,6.6,2094
643,Crank,"15,220,238.10",12.627593,2006,"54,451,722.14",88,6.6,1172
644,Allied,"90,560,416.67",13.085186,2016,"127,338,624.50",124,6.6,1415
645,Constantine,"130,926,779.31",9.615691,2005,"302,289,938.30",121,6.6,1837
646,Iron Man 2,"234,479,596.52",19.083344,2010,"731,498,178.53",124,6.6,6969
647,The Mask,"39,683,535.76",14.13488,1994,"606,611,856.75",101,6.6,2550
648,Bridget Jones's Diary,"36,095,426.31",10.780524,2001,"407,055,045.63",97,6.6,1397
649,The Hitchhiker's Guide to the Galaxy,"65,463,389.66",13.257255,2005,"136,790,225.15",109,6.6,1340
650,Money Monster,"28,766,250.00",11.953822,2016,"99,384,841.01",98,6.5,1096
651,Miss Peregrine's Home for Peculiar Children,"117,195,833.33",36.262655,2016,"315,880,826.45",127,6.5,3213
652,Man of Steel,"246,920,600.86",18.538834,2013,"727,423,171.47",143,6.5,6462
653,The Amazing Spider-Man 2,"216,054,076.89",26.23687,2014,"762,365,641.58",142,6.5,4274
654,The Heat,"47,189,270.39",12.706403,2013,"174,132,994.96",117,6.5,1595
655,King Arthur: Legend of the Sword,"182,568,339.45",44.251369,2017,"152,496,794.68",126,6.5,1506
656,Deepwater Horizon,"117,195,833.33",13.1984,2016,"129,757,493.23",107,6.5,1478
657,Austin Powers: International Man of Mystery,"26,286,915.89",11.749159,1997,"107,830,504.59",94,6.5,1033
658,Blade,"70,592,024.54",15.043454,1998,"205,789,132.64",120,6.5,1950
659,Alice Through the Looking Glass,"181,120,833.33",14.616079999999998,2016,"318,953,877.00",113,6.5,1782
660,Space Jam,"130,376,035.69",11.054251,1996,"407,751,051.63",88,6.5,1335
661,Project X,"13,364,111.50",9.803023,2012,"111,367,595.82",88,6.5,1624
662,Bad Boys,"31,878,608.92",9.262184,1995,"237,255,748.27",118,6.5,1729
663,Armageddon,"219,619,631.90",13.235112,1998,"868,751,834.52",151,6.5,2540
664,Maze Runner: The Scorch Trials,"65,813,080.17",41.225769,2015,"335,816,016.79",132,6.5,3148
665,Penguins of Madagascar,"142,595,690.75",22.201607,2014,"403,537,264.20",92,6.5,1375
666,Jurassic World,"161,835,443.04",32.790475,2015,"1,632,950,703.45",124,6.5,8842
667,The Babadook,"2,160,540.77",8.832788,2014,"7,212,393.89",93,6.5,1890
668,In the Heart of the Sea,"107,890,295.36",11.696923,2015,"101,223,492.91",122,6.5,1300
669,Con Air,"119,485,981.31",11.545982,1997,"356,884,288.06",115,6.5,1289
670,Flight,"34,523,954.70",10.973822,2012,"180,162,004.74",138,6.5,2449
671,There's Something About Mary,"36,080,368.10",11.688958,1998,"580,242,363.56",119,6.5,1616
672,Dumb and Dumber,"27,605,937.92",9.844558,1994,"426,641,789.01",107,6.5,1894
673,The Amazing Spider-Man,"239,440,331.01",31.102267,2012,"837,724,715.31",136,6.5,6734
674,Cloudy with a Chance of Meatballs,"119,207,459.21",11.665693,2009,"289,660,376.49",90,6.5,1799
675,Hellboy II: The Golden Army,"100,949,837.44",11.928661,2008,"190,484,104.55",120,6.5,1555
676,Paul,"45,477,990.22",10.24382,2011,"110,911,779.39",104,6.5,1825
677,Vanilla Sky,"98,179,559.57",10.071057,2001,"293,655,555.02",136,6.5,1100
678,Mr. & Mrs. Smith,"144,019,457.25",15.724373000000002,2005,"626,101,704.37",120,6.5,3048
679,The Da Vinci Code,"158,544,146.83",18.566706,2006,"973,867,516.70",149,6.5,2773
680,Mission: Impossible III,"190,252,976.19",15.687983,2006,"504,614,325.74",126,6.5,2062
681,Burn After Reading,"43,942,870.41",13.206798999999998,2008,"194,441,345.30",96,6.5,1251
682,The Island,"164,967,741.94",11.443647,2005,"213,344,092.34",136,6.5,1813
683,Tropic Thunder,"109,263,353.46",8.980941,2008,"223,363,568.74",107,6.5,1707
684,Step Brothers,"77,196,934.51",8.579638000000001,2008,"152,146,419.23",98,6.5,1084
685,The Tree of Life,"36,382,392.17",11.204539,2011,"62,161,847.88",139,6.5,1009
686,21,"41,567,580.12",8.33756,2008,"82,925,183.39",123,6.5,1406
687,Bridesmaids,"36,950,867.05",6.8109910000000005,2011,"327,877,575.95",125,6.5,1697
688,Rio,"102,325,477.99",10.403228,2011,"551,006,508.81",96,6.5,2213
689,Hanna,"34,108,492.66",8.071196,2011,"72,517,017.98",111,6.5,1284
690,The Ring,"68,224,569.21",13.740965,2002,"354,410,906.99",115,6.5,1720
691,Ice Age: The Meltdown,"101,468,253.97",16.646029000000002,2006,"838,306,336.54",91,6.5,3034
692,Unknown,"34,108,492.66",14.443599,2011,"148,697,562.08",113,6.5,1288
693,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"22,830,357.14",8.278336,2006,"331,766,620.24",82,6.5,1617
694,The Adjustment Bureau,"57,074,877.72",9.420301,2011,"145,381,059.18",106,6.5,1677
695,The Princess Diaries,"53,421,230.94",7.387171,2001,"238,713,713.28",115,6.5,1063
696,Hellboy,"89,339,332.98",13.206854000000002,2004,"134,440,788.65",122,6.5,2278
697,Friends with Benefits,"39,793,241.44",10.009007,2011,"171,092,479.82",109,6.5,2306
698,Angels & Demons,"178,811,188.81",22.211558,2009,"425,109,819.82",138,6.5,2183
699,Chicken Run,"66,820,557.49",11.834245,2000,"333,857,131.33",84,6.5,1190
700,Fast & Furious,"101,326,340.33",1.498902,2009,"432,918,893.06",107,6.5,2426
701,Public Enemies,"95,365,967.37",10.364794,2009,"255,228,677.55",140,6.5,1371
702,1408,"30,836,951.28",9.196884,2007,"116,785,206.02",104,6.5,1372
703,Ocean's Thirteen,"104,845,634.35",12.16276,2007,"383,997,288.74",122,6.5,2040
704,Ice Age: Dawn of the Dinosaurs,"107,286,713.29",12.980624,2009,"1,056,996,825.67",94,6.5,2330
705,28 Weeks Later,"18,502,170.77",12.884191,2007,"79,236,705.78",100,6.5,1225
706,Underworld: Evolution,"63,417,658.73",12.496805,2006,"141,219,458.41",106,6.4,1548
707,Demolition Man,"100,864,359.86",11.626116,1993,"281,457,161.78",115,6.4,1018
708,Signs,"102,336,853.81",11.211568,2002,"580,261,213.88",106,6.4,1624
709,Live Free or Die Hard,"135,682,585.62",14.886039000000002,2007,"473,077,642.76",128,6.4,2122
710,Epic,"109,742,489.27",11.913405,2013,"294,578,070.02",102,6.4,1143
711,Forgetting Sarah Marshall,"35,629,354.39",15.106676,2008,"124,908,339.55",111,6.4,1194
712,Warm Bodies,"38,409,871.24",10.430238,2013,"128,377,490.44",97,6.4,2698
713,Rambo,"59,382,257.32",9.91556,2008,"134,494,031.37",92,6.4,1009
714,Oblivion,"131,690,987.12",14.654053,2013,"314,048,514.42",124,6.4,4862
715,The Ugly Truth,"45,298,834.50",8.450799,2009,"244,731,610.82",96,6.4,1005
716,X-Men: Apocalypse,"189,644,166.67",28.712522,2016,"579,517,187.65",144,6.4,4831
717,Evil Dead,"18,656,223.18",12.01525,2013,"107,046,063.63",91,6.4,1754
718,Cloverfield,"29,691,128.66",12.868098,2008,"202,807,066.64",85,6.4,2297
719,Minions,"79,838,818.57",547.4882980000001,2015,"1,248,000,451.41",91,6.4,4729
720,Star Wars: Episode II - Attack of the Clones,"170,561,423.01",14.072511,2002,"923,019,191.05",142,6.4,4074
721,Elysium,"126,203,862.66",15.232738,2013,"314,017,927.00",109,6.4,3510
722,Bruce Almighty,"111,173,913.04",15.947524,2003,"673,398,227.77",101,6.4,3121
723,Side Effects,"32,922,746.78",11.645847,2013,"69,546,841.05",106,6.4,1340
724,Crimson Peak,"59,339,662.45",13.492684,2015,"80,572,280.53",119,6.4,1494
725,Joy,"64,734,177.22",12.975936,2015,"109,113,834.96",124,6.4,1619
726,Night at the Museum,"139,518,849.21",16.661966,2006,"728,644,598.43",108,6.4,2949
727,Mamma Mia!,"61,757,547.61",10.534437,2008,"724,275,460.20",108,6.4,1435
728,Let's Be Cops,"18,364,596.54",15.962793,2014,"147,587,912.95",104,6.4,1234
729,Ace Ventura: Pet Detective,"25,880,566.80",11.247957,1994,"184,989,798.63",86,6.4,1684
730,The Grey,"27,841,898.95",14.31675,2012,"86,063,019.32",117,6.4,1476
731,Hannibal,"125,612,083.57",2.48875,2001,"507,779,293.78",131,6.4,1296
732,Alice in Wonderland,"234,479,596.52",17.285093,2010,"1,202,283,708.51",108,6.4,4773
733,Final Destination,"34,152,729.38",14.961416,2000,"79,148,674.16",98,6.4,1416
734,Yes Man,"83,135,160.24",9.756289,2008,"268,397,088.13",104,6.4,1869
735,Rush Hour 2,"129,943,534.73",8.345985,2001,"501,474,915.71",90,6.4,1078
736,The Giver,"27,006,759.61",12.472206,2014,"72,357,002.95",94,6.4,1859
737,Secret Window,"54,145,050.29",9.524283,2004,"125,769,707.91",96,6.4,1007
738,The Polar Express,"223,348,332.45",14.27536,2004,"414,041,419.59",100,6.4,1524
739,Horrible Bosses,"39,793,241.44",9.856955,2011,"133,023,121.39",98,6.4,2341
740,National Treasure,"135,362,625.73",18.932203,2004,"470,320,006.86",131,6.4,1974
741,Ocean's Twelve,"148,898,888.30",11.869347,2004,"491,020,182.09",125,6.4,2169
742,Elf,"44,469,565.22",8.754132,2003,"240,967,397.02",97,6.4,1007
743,American Pie,"16,882,953.18",18.344227,1999,"361,422,593.77",95,6.4,2358
744,Wanted,"89,073,385.97",12.457896,2008,"306,733,121.44",110,6.4,2583
745,The Matrix Revolutions,"208,451,086.96",15.368205,2003,"590,595,030.18",129,6.4,3155
746,Star Wars: Episode I - The Phantom Menace,"176,503,601.44",15.649091,1999,"1,418,655,459.67",136,6.4,4526
747,Wedding Crashers,"52,370,711.73",11.100597,2005,"373,372,722.34",119,6.4,1406
748,Pirates of the Caribbean: On Stranger Tides,"432,040,907.07",27.88772,2011,"1,188,924,051.45",136,6.4,5068
749,Resident Evil,"46,904,391.33",7.781292999999999,2002,"146,377,038.43",100,6.4,2100
750,Madagascar 3: Europe's Most Wanted,"161,483,013.94",13.829042,2012,"831,828,265.51",93,6.4,1857
751,Liar Liar,"71,691,588.79",10.102471,1997,"482,262,331.81",86,6.4,1456
752,Bolt,"178,146,771.95",15.580915,2008,"368,146,235.33",98,6.3,1798
753,Oculus,"5,487,124.46",8.698042999999998,2013,"48,319,887.99",104,6.3,1079
754,Lucy,"43,210,815.38",36.447603,2014,"136,704,787.29",89,6.3,6048
755,Warcraft,"170,466,666.67",12.572718,2016,"462,046,898.72",123,6.3,2325
756,Run All Night,"53,945,147.68",16.838145,2015,"77,208,069.08",114,6.3,1169
757,The Mask of Zorro,"149,027,607.36",11.348096,1998,"392,630,523.50",136,6.3,1211
758,Kick-Ass 2,"30,727,897.00",13.570264000000002,2013,"66,613,690.99",103,6.3,2275
759,The Chronicles of Narnia: Prince Caspian,"267,220,157.92",12.490891,2008,"498,396,963.79",150,6.3,1668
760,Blade II,"76,752,640.36",17.050639999999998,2002,"220,322,763.66",117,6.3,1556
761,Machete,"23,447,959.65",7.120403,2010,"36,728,765.59",105,6.3,1171
762,Eagle Eye,"95,011,611.70",14.324875,2008,"211,479,896.39",118,6.3,1038
763,White House Down,"164,613,733.91",9.920223,2013,"225,374,569.32",131,6.3,1910
764,The Wolverine,"131,690,987.12",3.918287,2013,"455,914,935.99",126,6.3,4110
765,Sin City: A Dame to Kill For,"70,217,574.99",20.623642,2014,"42,570,880.49",102,6.3,1314
766,Insidious: Chapter 3,"10,789,029.54",10.098792,2015,"112,533,732.91",97,6.3,1005
767,The Number 23,"37,004,341.53",8.140941,2007,"95,676,963.80",101,6.3,1045
768,The Blair Witch Project,"92,088.84",14.838385999999998,1999,"380,633,853.54",81,6.3,1090
769,Safe House,"94,662,456.45",8.338675,2012,"231,729,466.98",115,6.3,1361
770,Why Him?,"40,485,833.33",14.531429000000001,2016,"125,755,681.69",111,6.3,1203
771,Saw II,"5,237,071.17",15.399863,2005,"200,219,899.03",92,6.3,1288
772,Bad Boys II,"180,657,608.70",8.191436,2003,"379,852,850.38",147,6.3,1588
773,Just Go with It,"90,955,980.44",9.267959,2011,"244,351,430.28",117,6.3,1588
774,Life,"60,508,363.93",36.263803,2017,"104,890,003.24",103,6.3,1959
775,Lights Out,"5,220,541.67",11.494907000000001,2016,"158,607,337.96",81,6.3,1174
776,13 Going on 30,"50,084,171.52",12.632595,2004,"130,564,964.12",98,6.3,1260
777,The Chronicles of Riddick,"142,130,757.01",5.060352,2004,"156,713,011.27",119,6.3,1593
778,Bad Moms,"21,308,333.33",9.362055999999999,2016,"195,968,558.84",100,6.3,1287
779,The Lorax,"77,957,317.07",7.689394999999998,2012,"388,495,073.18",86,6.3,1048
780,Ted,"55,683,797.91",19.638605,2012,"611,818,284.61",106,6.3,4811
781,Home Alone 2: Lost in New York,"32,805,416.96",13.293722,1992,"654,270,654.54",120,6.3,2459
782,Prometheus,"144,777,874.56",16.624854,2012,"449,000,894.20",124,6.3,5152
783,Men in Black 3,"250,577,090.59",10.684385,2012,"694,963,617.70",106,6.3,4228
784,Power Rangers,"104,324,765.40",23.247298,2017,"148,492,991.71",124,6.3,1321
785,The Mechanic,"45,477,990.22",9.832342,2011,"58,064,941.53",93,6.3,1066
786,TRON: Legacy,"199,307,657.04",21.259,2010,"469,032,776.25",125,6.3,2895
787,The Witch,"3,728,958.33",11.840138,2016,"43,068,344.74",92,6.3,1471
788,Unstoppable,"117,239,798.26",12.697059,2010,"196,734,789.80",98,6.3,1193
789,Self/less,"28,051,476.79",25.301568,2015,"32,931,598.68",116,6.3,1122
790,The Beach,"59,396,051.10",14.430310999999998,2000,"213,910,234.76",119,6.3,1271
791,Black Mass,"57,181,856.54",10.61072,2015,"106,636,472.03",122,6.3,1262
792,Jack Reacher,"66,820,557.49",12.789812,2012,"243,160,671.35",130,6.3,3046
793,Spectre,"264,331,223.63",24.926577,2015,"950,162,436.80",148,6.3,4552
794,X-Men: The Last Stand,"266,354,166.67",0.867943,2006,"582,630,149.87",104,6.3,3581
795,Over the Hedge,"101,468,253.97",9.382953,2006,"435,548,988.38",83,6.3,1116
796,Silent Hill,"63,417,658.73",7.938457,2006,"123,800,722.88",125,6.3,1093
797,Ghostbusters II,"76,297,580.65",16.414239000000002,1989,"444,164,794.41",108,6.3,1131
798,Hitch,"91,648,745.52",13.35076,2005,"481,942,024.55",118,6.3,1721
799,X-Men Origins: Wolverine,"178,811,188.81",1.456541,2009,"444,718,761.42",107,6.2,4086
800,The Other Woman,"43,210,815.38",9.389354,2014,"212,576,895.02",109,6.2,1467
801,DodgeBall: A True Underdog Story,"27,072,525.15",11.967379,2004,"227,033,322.75",92,6.2,1009
802,Neighbors,"19,444,866.92",11.90575,2014,"289,682,497.59",96,6.2,2773
803,Underworld: Rise of the Lycans,"41,722,610.72",11.654958,2009,"108,900,187.44",92,6.2,1447
804,Kong: Skull Island,"193,000,815.99",29.429112,2017,"591,159,216.76",118,6.2,3161
805,Despicable Me 3,"83,459,812.32",36.631519,2017,"1,064,178,732.31",96,6.2,2002
806,The Village,"81,217,575.44",8.172707,2004,"347,472,503.25",108,6.2,1101
807,The Day After Tomorrow,"169,203,282.16",15.049695000000002,2004,"736,741,414.46",124,6.2,2462
808,The 40 Year Old Virgin,"34,040,962.62",11.519662,2005,"143,298,360.99",116,6.2,2020
809,A Walk Among the Tombstones,"30,247,570.76",14.914924,2014,"57,450,507.48",113,6.2,1145
810,The Shallows,"18,112,083.33",13.689175,2016,"126,891,932.59",86,6.2,1619
811,Alien³,"91,126,158.23",17.126768,1992,"291,190,986.86",114,6.2,1664
812,Insurgent,"118,679,324.89",27.887186,2015,"318,533,367.07",119,6.2,3921
813,Ted 2,"73,365,400.84",42.061481,2015,"234,146,311.19",115,6.2,2524
814,Knocked Up,"37,004,341.53",9.058516,2007,"270,226,076.47",129,6.2,1255
815,Goosebumps,"62,576,371.31",12.365292,2015,"170,642,299.12",103,6.2,1022
816,2 Fast 2 Furious,"105,615,217.39",2.32462,2003,"328,450,347.92",107,6.2,2087
817,Central Intelligence,"53,270,833.33",11.374041,2016,"231,166,163.52",107,6.2,1699
818,Madagascar: Escape 2 Africa,"178,146,771.95",12.668733,2008,"717,219,324.28",89,6.2,1866
819,Hancock,"178,146,771.95",11.017324,2008,"741,125,453.62",92,6.2,3050
820,Transporter 2,"41,896,569.38",11.359659,2005,"111,507,246.76",87,6.2,1076
821,The Lost World: Jurassic Park,"116,299,688.47",0.7881229999999999,1997,"364,949,257.24",129,6.2,2528
822,Tomorrowland,"204,991,561.18",22.296076,2015,"225,657,215.76",130,6.2,2904
823,War of the Worlds,"172,823,348.69",19.929377,2005,"774,745,310.86",116,6.2,2397
824,The Girl on the Train,"47,943,750.00",10.217291000000001,2016,"184,515,100.61",112,6.2,1837
825,Dracula Untold,"75,618,926.91",16.316318,2014,"232,829,812.83",92,6.2,2439
826,Transformers: The Last Knight,"271,244,390.04",39.186819,2017,"631,104,471.50",149,6.2,1440
827,The A-Team,"128,963,778.08",16.747792999999998,2010,"207,794,406.86",117,6.2,1737
828,Olympus Has Fallen,"76,819,742.49",10.978188,2013,"176,713,545.70",120,6.2,3010
829,The Karate Kid,"46,895,919.30",11.690781,2010,"419,545,425.96",140,6.2,1675
830,Ice Age: Continental Drift,"105,799,216.03",13.26958,2012,"976,966,423.16",88,6.2,2731
831,How the Grinch Stole Christmas,"182,642,857.14",11.642462,2000,"512,500,910.26",104,6.2,1440
832,Due Date,"76,205,868.87",11.73956,2010,"248,291,410.81",95,6.2,1737
833,The Hangover Part II,"90,955,980.44",21.893532,2011,"289,303,671.05",102,6.2,3836
834,Contagion,"68,216,985.33",8.244359,2011,"156,389,251.16",106,6.2,1351
835,Salt,"128,963,778.08",8.704455000000001,2010,"343,898,413.42",100,6.2,2125
836,Riddick,"41,702,145.92",9.596377,2013,"107,917,795.41",119,6.2,2066
837,This Is the End,"35,117,596.57",11.414048,2013,"138,320,884.27",107,6.2,2394
838,The Mortal Instruments: City of Bones,"65,845,493.56",14.336187,2013,"99,388,747.42",130,6.2,1649
839,Prince of Persia: The Sands of Time,"175,859,697.39",18.459955,2010,"392,934,627.30",116,6.2,2372
840,The Chronicles of Narnia: The Voyage of the Dawn Treader,"181,721,687.30",12.383398,2010,"487,349,682.20",113,6.2,1555
841,Gangster Squad,"65,845,493.56",8.581558,2013,"115,450,089.69",113,6.2,1805
842,Upside Down,"66,820,557.49",7.37535,2012,"9,027,986.31",104,6.2,1094
843,Robin Hood,"234,479,596.52",10.56812,2010,"364,228,341.94",140,6.2,1434
844,Mars Attacks!,"114,079,031.23",15.63424,1996,"165,204,391.63",106,6.1,1544
845,Meet the Fockers,"108,290,100.58",11.876386,2004,"699,341,447.87",115,6.1,1412
846,Quantum of Solace,"237,529,029.26",13.678120000000002,2008,"696,067,807.22",106,6.1,3015
847,Turbo,"148,152,360.52",8.979753,2013,"310,100,100.38",96,6.1,1094
848,Horrible Bosses 2,"45,371,356.15",20.903362,2014,"116,313,097.95",108,6.1,1575
849,Taken 3,"51,852,978.45",18.081483,2014,"351,921,221.45",109,6.1,2225
850,Night at the Museum: Secret of the Tomb,"137,194,338.83",19.539436,2014,"377,472,703.45",97,6.1,1893
851,The Interview,"47,531,896.92",14.526049,2014,"13,333,379.82",112,6.1,2340
852,Austin Powers: The Spy Who Shagged Me,"50,648,859.54",13.984182,1999,"477,235,174.01",95,6.1,1034
853,American Reunion,"55,683,797.91",8.10609,2012,"261,702,250.13",113,6.1,1641
854,Transformers: Dark of the Moon,"221,705,202.31",4.5035050000000005,2011,"1,277,643,872.29",154,6.1,3351
855,The Expendables 2,"111,367,595.82",14.881566,2012,"348,105,506.36",103,6.1,2940
856,The Other Guys,"117,239,798.26",12.536621,2010,"199,815,219.78",107,6.1,1406
857,That Awkward Moment,"8,642,163.08",8.060402999999999,2014,"28,140,051.83",94,6.1,1020
858,The Fast and the Furious: Tokyo Drift,"107,810,019.84",2.238808,2006,"200,993,761.23",104,6.1,1749
859,Saw III,"12,683,531.75",14.938035,2006,"207,853,678.55",108,6.1,1104
860,The Twilight Saga: Breaking Dawn - Part 2,"133,641,114.98",26.080995,2012,"923,237,369.34",115,6.1,2641
861,Vacation,"33,445,991.56",11.33038,2015,"112,620,408.74",99,6.1,1218
862,Gone in Sixty Seconds,"133,641,114.98",14.091765,2000,"352,221,996.83",118,6.1,1511
863,No Strings Attached,"28,423,743.89",8.88057,2011,"168,018,935.12",107,6.1,1367
864,Pain & Gain,"27,435,622.32",9.218002,2013,"94,570,909.48",130,6.1,1595
865,The Internship,"63,650,643.78",0.393865,2013,"48,286,695.28",119,6.1,1691
866,Paper Towns,"12,946,835.44",9.662731,2015,"92,259,473.04",109,6.1,1997
867,Resident Evil: Extinction,"55,506,512.30",3.009134,2007,"183,063,024.70",94,6.1,1308
868,Men in Black II,"198,988,326.85",16.775716,2002,"627,977,031.28",88,6.1,3188
869,The Purge: Election Year,"10,654,166.67",13.1789,2016,"126,345,503.82",105,6.1,1356
870,Taken 2,"50,115,418.12",16.376482,2012,"418,899,529.37",91,6.1,2783
871,National Treasure: Book of Secrets,"160,352,146.65",12.854373,2007,"564,147,429.12",124,6.1,1782
872,John Carter,"289,555,749.13",14.670353,2012,"316,438,884.45",132,6.1,2170
873,Magic Mike,"7,795,731.71",8.732425,2012,"186,230,643.31",110,6.1,1062
874,27 Dresses,"35,629,354.39",10.342202,2008,"190,331,202.36",111,6.1,1013
875,The Incredible Hulk,"178,146,771.95",19.125537,2008,"194,431,850.08",114,6.1,3086
876,Resident Evil: Apocalypse,"60,913,181.58",7.850797,2004,"175,152,246.21",94,6.1,1286
877,The Boss Baby,"130,405,956.75",13.392824,2017,"520,387,482.56",97,6.1,2336
878,300: Rise of an Empire,"118,829,742.29",12.904677,2014,"364,677,731.48",102,6.1,2438
879,Need for Speed,"71,297,845.37",18.271383,2014,"219,594,809.99",130,6.1,1560
880,Ace Ventura: When Nature Calls,"50,334,645.67",8.205447999999999,1995,"356,345,018.29",90,6.1,1128
881,Godzilla,"172,843,261.51",14.019239,2014,"571,545,208.46",123,6.1,3232
882,Baywatch,"71,984,088.13",35.637691,2017,"185,548,638.23",116,6.1,1829
883,What Women Want,"103,943,089.43",9.963079,2000,"555,518,951.68",127,6.1,1021
884,The Woman in Black,"18,932,491.29",8.896678999999997,2012,"142,250,649.80",95,6.1,1237
885,17 Again,"23,841,491.84",11.362762,2009,"162,440,995.87",102,6.1,1388
886,Zoolander,"40,426,877.47",10.40782,2001,"87,756,616.84",89,6.1,1363
887,The Expendables 3,"97,224,334.60",14.753545,2014,"222,722,093.37",127,6.1,1830
888,Underworld: Awakening,"77,957,317.07",12.345348,2012,"178,313,632.29",88,6.1,1885
889,The Family,"32,922,746.78",8.047735000000001,2013,"40,488,640.91",111,6.1,1052
890,Casper,"83,891,076.12",12.812539,1995,"483,092,120.77",100,6.0,1045
891,The Mummy Returns,"141,494,071.15",16.945657,2001,"625,191,948.97",130,6.0,2258
892,The Expendables,"93,791,838.61",14.75562,2010,"321,788,536.20",103,6.0,2977
893,Monsters vs Aliens,"208,613,053.61",14.243634,2009,"454,788,222.65",94,6.0,1464
894,Antz,"94,122,699.39",16.025625,1998,"269,438,561.77",83,6.0,1320
895,Shrek Forever After,"193,445,667.13",11.803808,2010,"882,347,738.16",93,6.0,2021
896,The Purge,"3,292,274.68",23.207663,2013,"98,031,458.90",86,6.0,2498
897,American Wedding,"76,432,065.22",14.397139,2003,"321,638,919.60",103,6.0,1158
898,Death Race,"53,444,031.58",13.530029999999998,2008,"87,603,694.11",105,6.0,1205
899,The Hangover Part III,"113,034,763.95",25.085639,2013,"397,267,890.17",100,6.0,2991
900,Transformers: Revenge of the Fallen,"178,811,188.81",4.351756,2009,"996,928,676.92",150,6.0,3192
901,Scary Movie,"28,213,124.27",12.446738,2000,"412,831,913.15",88,6.0,1468
902,The Host,"48,286,695.28",11.342024,2013,"69,496,846.76",125,6.0,1859
903,Fifty Shades Darker,"57,378,620.97",29.130443,2017,"395,210,894.39",118,6.0,2341
904,The BFG,"149,158,333.33",18.769476,2016,"195,339,446.28",120,6.0,1026
905,Johnny English Reborn,"51,162,739.00",10.668658,2011,"182,001,309.20",101,6.0,1026
906,Shrek the Third,"197,356,488.18",14.072479,2007,"985,497,360.30",93,6.0,2355
907,The Huntsman: Winter's War,"122,522,916.67",17.260203,2016,"175,369,887.83",114,6.0,1575
908,The Visit,"5,394,514.77",15.021057999999998,2015,"106,218,062.67",94,6.0,1405
909,American Ultra,"30,209,282.70",9.534828,2015,"29,280,912.60",96,6.0,1099
